frame_index,timestamp,relative_time_sec,brightness,sharpness_raw,novelty_raw,top_texture,bottom_texture,terrain_focus_raw,roll_deg,pitch_deg,tilt_deg,rpm_sum,brightness_score,sharpness_score,terrain_score,novelty_score,motion_score,tilt_score,quality_score,smoothed_quality_score,hard_reject,motion_candidate_keep,candidate_keep,selected_window_keep
35,1776900117.170589,17.50271201133728,130.6844940185547,1687.5078125,0.06402017921209335,19.714311599731445,41.39470672607422,2.099728743591438,1.886461552715486,0.5239078348588833,1.886461552715486,0.0,1.0,1.0,0.8458963294845617,0.0009146689703182357,0.0,1.0,0.627021649768232,0.6331420578931647,False,False,False,False
36,1776900117.670266,18.002388954162598,130.65806579589844,1686.5045166015625,6.217798233032227,19.694068908691406,41.344459533691406,2.0993355779031133,2.307372968369648,0.8387580671482875,2.307372968369648,0.0,1.0,1.0,0.8456712074766057,0.20353730604996886,0.0,1.0,0.6573812770289862,0.6330953763006331,False,False,False,False
37,1776900118.170885,18.503008127212524,130.66172790527344,1685.22265625,0.043080512434244156,19.673198699951172,41.34944152832031,2.101815884593436,2.1561231060850847,0.7360229165418034,2.1561231060850847,0.0,1.0,1.0,0.8470914016569557,0.0002251981338679213,0.0,1.0,0.6270974899686237,0.6391661705096692,False,False,False,False
38,1776900118.671015,19.003138065338135,130.6621856689453,1685.73974609375,0.031172960996627808,19.67919921875,41.349220275878906,2.1011637626231296,2.1620736442725765,0.6326261512205751,2.1620736442725765,0.0,1.0,1.0,0.8467180043546298,0.0,0.0,1.0,0.6270077006531946,0.6391161342787409,False,False,False,False
39,1776900119.170965,19.503087997436523,130.6373291015625,1686.455810546875,6.22090482711792,19.703838348388672,41.348018646240234,2.0984753282662596,1.8933857874960414,0.9464345109775848,1.8933857874960414,0.0,1.0,1.0,0.8451786387419914,0.20363959545340105,0.0,1.0,0.6573227351293089,0.6329716492020128,False,False,False,False
40,1776900119.671157,20.0032799243927,130.64178466796875,1686.8145751953125,0.06104709208011627,19.715614318847656,41.3433837890625,2.0969868410105392,2.0978085247008607,0.78645304840294,2.0978085247008607,0.0,1.0,1.0,0.8443263486012814,0.0008167754893249123,0.0,1.0,0.626771468613591,0.6329075115068272,False,False,False,False
41,1776900120.171262,20.503385066986084,130.64341735839844,1686.842529296875,0.012007378041744232,19.714290618896484,41.34288024902344,2.09710209960056,2.107449367572204,0.8427289630315422,2.107449367572204,0.0,1.0,1.0,0.8443923443023055,0.0,0.0,1.0,0.6266588516453458,0.6328501774156067,False,False,False,False
42,1776900120.671457,21.00358009338379,130.64413452148438,1685.995361328125,0.047517359256744385,19.705944061279297,41.33966064453125,2.0978269559670872,2.2229344979243195,0.7407510459003877,2.2229344979243195,0.0,1.0,1.0,0.8448073884568644,0.000371288161104991,0.0,1.0,0.6267768014926955,0.6327580567834833,False,False,False,False
43,1776900121.171564,21.503687143325806,130.64871215820312,1686.21142578125,0.03434678912162781,19.706127166748047,41.34002685546875,2.097826046978199,2.160086408294115,0.8427001219129879,2.160086408294115,0.0,1.0,1.0,0.8448068679806128,0.0,0.0,1.0,0.626721030197092,0.6326925395615226,False,False,False,False
44,1776900121.671543,22.003665924072266,130.64344787597656,1684.7391357421875,6.223899841308594,19.730060577392578,41.29383850097656,2.092940279579909,2.0003260779637246,0.9998583653720815,2.0003260779637246,0.0,1.0,1.0,0.842009335541311,0.2037382109166332,0.0,1.0,0.6568621319686916,0.6324706995313657,False,False,False,False
45,1776900122.170805,22.502928018569946,130.6466064453125,1678.795166015625,0.2254437953233719,19.732646942138672,41.11729431152344,2.0837191498986525,2.1035824672378785,0.8411835808260928,2.1035824672378785,0.0,1.0,1.0,0.8367294261008099,0.006229790591107917,0.0,1.0,0.6264438825037878,0.6384391716771785,False,False,False,False
46,1776900122.6716,23.00372314453125,130.64576721191406,1678.867919921875,0.019507378339767456,19.729412078857422,41.11979675292969,2.084187637653673,2.322242934833467,0.6331398307185131,2.322242934833467,0.0,1.0,1.0,0.8369976766304082,0.0,0.0,1.0,0.6255496514945613,0.6381186648210118,False,False,False,False
47,1776900123.171677,23.5038001537323,130.51756286621094,1676.7265625,6.306333541870117,19.70458984375,41.09138107299805,2.085371042931483,2.051038484497367,0.6309284773511571,2.051038484497367,0.0,1.0,1.0,0.8376752804505724,0.20645246769449038,0.0,1.0,0.6566191622217594,0.6270130119760228,False,False,False,False
48,1776900123.671868,24.00399112701416,130.49147033691406,1648.1873779296875,0.5766839981079102,19.704261779785156,40.35609436035156,2.0480896372252513,2.107449367572204,0.684734044390435,2.107449367572204,0.0,1.0,1.0,0.8163283899124641,0.017794916195924628,0.0,1.0,0.6251184959162585,0.6205458882186435,False,False,False,False
49,1776900124.171432,24.503555059432983,130.3001708984375,1521.5791015625,2.0503461360931396,19.681671142578125,37.77525329589844,1.9193112730238522,2.146278042022509,0.7326641083304902,2.146278042022509,0.0,1.0,0.9199901055262195,0.7425914266137765,0.0663175158008357,0.0,1.0,0.6013338677437468,0.621762035194793,False,False,False,False
50,1776900124.671916,25.00403904914856,130.2550811767578,1524.290283203125,0.41822049021720886,19.672229766845703,37.849754333496094,1.9240195332247292,1.9459400565557223,0.630968859366564,1.9459400565557223,0.0,1.0,0.921714306121448,0.7452873205380834,0.012577260705445285,0.0,1.0,0.5941082637168913,0.6114590335814977,False,False,False,False
51,1776900125.172191,25.504313945770264,129.8275146484375,1556.572021484375,6.704648494720459,19.67978286743164,38.17157745361328,1.9396340757795647,2.1561231060850847,0.6308859783412805,2.1561231060850847,0.0,1.0,0.9422441708584741,0.7542280223277961,0.21956760207680556,0.0,1.0,0.6316303863753088,0.607127416989786,False,False,False,False
52,1776900125.672076,26.004199028015137,129.85545349121094,1568.147705078125,0.6505805253982544,19.687477111816406,38.53819274902344,1.9574977804491185,2.263269208930508,0.8418671109284723,2.263269208930508,0.0,1.0,0.9496058320040986,0.7644565676565553,0.02022807337183268,0.0,1.0,0.605104154155283,0.6087056039579605,False,False,False,False
53,1776900126.172231,26.504354000091553,129.85491943359375,1571.773681640625,0.12268337607383728,19.685359954833984,38.62275695800781,1.9620041008456903,1.9948302694267877,0.8396987979913985,1.9948302694267877,0.0,1.0,0.9519118047407338,0.7670368332450704,0.002846245238375281,0.0,1.0,0.6034604129577004,0.6214486668319165,False,False,False,False
54,1776900126.672253,27.00437593460083,129.8636474609375,1587.2918701171875,0.44400933384895325,19.684619903564453,39.013248443603516,1.981915253366872,2.0566995172799616,0.7381030205814362,2.0566995172799616,0.0,1.0,0.9617807376839312,0.7784377229193081,0.013426398171599916,0.0,1.0,0.6092248025846191,0.620263320992521,False,False,False,False
55,1776900127.174176,27.506299018859863,129.8189697265625,1674.091064453125,6.586949825286865,19.70510482788086,41.050804138183594,2.0832573334043163,1.9966587757163576,0.7354219055529166,1.9966587757163576,0.0,1.0,1.0,0.8364649954559203,0.21569219178855242,0.0,1.0,0.6578235780866709,0.6243524691272468,False,False,False,False
56,1776900127.672357,28.004480123519897,129.82521057128906,1674.05126953125,0.06766818463802338,19.699092864990234,41.05632781982422,2.0841735252078863,2.105514027514451,0.7367234937525482,2.105514027514451,0.0,1.0,1.0,0.8369895960114045,0.0010347851774706784,0.0,1.0,0.6257036571783314,0.6287764193756896,False,False,False,False
57,1776900128.172542,28.50466513633728,129.82586669921875,1674.205810546875,0.011130642145872116,19.699432373046875,41.057369232177734,2.0841904708053,2.202598116726048,0.5767093870263904,2.202598116726048,0.0,1.0,1.0,0.8369992988594126,0.0,0.0,1.0,0.625549894828912,0.6381933996529058,False,False,False,False
58,1776900128.674527,29.0066499710083,129.82765197753906,1674.230712890625,0.041902124881744385,19.700706481933594,41.06055450439453,2.084217362562548,1.9495176366913725,0.7901423735472559,1.9495176366913725,0.0,1.0,1.0,0.8370146967605239,0.00018639790556896325,0.0,1.0,0.625580164199914,0.631762391872314,False,False,False,False
59,1776900129.171947,29.504070043563843,129.7596893310547,1678.507568359375,6.308209419250488,19.709796905517578,41.02909851074219,2.0816601361963536,2.1093882671343134,0.8435038300447589,2.1093882671343134,0.0,1.0,1.0,0.8355504592864741,0.2065142338515283,0.0,1.0,0.6563097039707004,0.6317620102518373,False,False,False,False
60,1776900129.672695,30.004817962646484,129.7669677734375,1678.454345703125,0.0712890625,19.6981201171875,41.042144775390625,2.0835564272744738,2.0058524601432217,0.5805030537112092,2.0058524601432217,0.0,1.0,1.0,0.8366362530570199,0.001154008167724866,0.0,1.0,0.6256685391837117,0.6317598661238356,False,False,False,False
61,1776900130.173235,30.50535798072815,129.77151489257812,1678.5108642578125,0.05132703855633736,19.694347381591797,41.06450653076172,2.0850910027688707,2.3094856938047768,0.5771955629299537,2.3094856938047768,0.0,1.0,1.0,0.8375149327763278,0.0004967277299942343,0.0,1.0,0.6257017490759483,0.637761810049361,False,False,False,False
62,1776900130.672725,31.00484800338745,129.77085876464844,1677.848388671875,0.04236762225627899,19.697742462158203,41.04444885253906,2.083713345901974,2.0529218812560286,0.7367480425521351,2.0529218812560286,0.0,1.0,1.0,0.8367261028011802,0.0002017251248409199,0.0,1.0,0.6255391741889031,0.6314991227717996,False,False,False,False
63,1776900131.176376,31.508499145507812,129.730712890625,1673.75537109375,6.234118938446045,19.68642807006836,40.89933776855469,2.077539796604284,2.0529218812560286,0.7367480425521351,2.0529218812560286,0.0,1.0,1.0,0.8331912017266917,0.2040746904569179,0.0,1.0,0.6555898838275415,0.6313947683021772,False,False,False,False
64,1776900131.672987,32.005110025405884,129.7315216064453,1673.6923828125,0.026507161557674408,19.684722900390625,40.89982604980469,2.0777445665233656,2.885978433140576,0.6818197800360293,2.885978433140576,0.0,1.0,1.0,0.8333084505526231,0.0,0.0,1.0,0.6249962675828935,0.6312841032385493,False,False,False,False
65,1776900132.172489,32.50461196899414,129.73226928710938,1674.4852294921875,0.043573133647441864,19.685474395751953,40.927581787109375,2.079075208669667,2.099729725107894,0.7871728795002308,2.099729725107894,0.0,1.0,1.0,0.8340703604566195,0.00024141844737720242,0.0,1.0,0.6251467668355994,0.6372016197821562,False,False,False,False
66,1776900132.721127,33.0532500743866,129.73544311523438,1674.297119140625,0.030601128935813904,19.683012008666992,40.9311408996582,2.0795161269847853,2.0604908491849883,0.6866493726152018,2.0604908491849883,0.0,1.0,1.0,0.8343228250520601,0.0,0.0,1.0,0.6251484237578091,0.6310015050540548,False,False,False,False
67,1776900133.173467,33.505589962005615,129.7378387451172,1678.723876953125,6.228435516357422,19.752685546875,40.93693542480469,2.0724744150691534,1.8986123489654656,0.6327292778458347,1.8986123489654656,0.0,1.0,1.0,0.830290824363879,0.20388755501570408,0.0,1.0,0.6551267569069376,0.6309288153758185,False,False,False,False
68,1776900133.675412,34.007534980773926,129.74188232421875,1678.78125,0.03585069626569748,19.748016357421875,40.93776321411133,2.0730063452031593,1.8986123489654656,0.6327292778458347,1.8986123489654656,0.0,1.0,1.0,0.8305954012468973,0.0,0.0,1.0,0.6245893101870347,0.6308464883317488,False,False,False,False
69,1776900134.173421,34.50554394721985,129.74249267578125,1678.8857421875,0.02071288973093033,19.74736976623535,40.94642639160156,2.0735129222937325,2.164064300771243,0.7914922206936412,2.164064300771243,0.0,1.0,1.0,0.8308854612780772,0.0,0.0,1.0,0.6246328191917117,0.6369084682033284,False,False,False,False
70,1776900134.672973,35.00509595870972,129.74375915527344,1679.29736328125,0.04513237997889519,19.74671173095703,40.95848846435547,2.074192859165742,2.0585933253599507,0.8443083169772485,2.0585933253599507,0.0,1.0,1.0,0.8312747850630756,0.0002927590385998117,0.0,1.0,0.6247351316152513,0.6308751800552891,False,False,False,False
71,1776900135.173526,35.50564908981323,129.69085693359375,1677.50048828125,6.224475860595703,19.748172760009766,41.00831604003906,2.076562552819129,1.9021127078850975,0.7395336141400964,1.9021127078850975,0.0,1.0,1.0,0.8326316435309753,0.20375717724040082,0.0,1.0,0.6554583231157065,0.6309520116345495,False,False,False,False
72,1776900135.673361,36.005484104156494,129.69351196289062,1677.006103515625,0.04143229126930237,19.741943359375,41.00455856323242,2.0770274646624536,2.0642961787715577,0.6350046399792116,2.0642961787715577,0.0,1.0,1.0,0.8328978465359671,0.00017092790897352828,0.0,1.0,0.6249603161667412,0.6310213340257192,False,False,False,False
73,1776900136.175768,36.507890939712524,129.69503784179688,1676.6092529296875,0.023576388135552406,19.737789154052734,41.004844665527344,2.07747911103346,2.0548089637777975,0.684756903109016,2.0548089637777975,0.0,1.0,1.0,0.8331564538889135,0.0,0.0,1.0,0.6249734680833371,0.6371994532778453,False,False,False,False
74,1776900136.674362,37.00648498535156,129.6952362060547,1676.642333984375,0.039162326604127884,19.738279342651367,41.0039176940918,2.077380554924495,2.210687779584213,0.6840582577654594,2.210687779584213,0.0,1.0,1.0,0.8331000218303555,9.618582004658762e-05,0.0,1.0,0.6249794311475604,0.6311554767427646,False,False,False,False
75,1776900137.175354,37.507477045059204,129.7071075439453,1669.8681640625,6.201859951019287,19.66649627685547,40.902618408203125,2.0798121756105283,2.158102820308298,0.8419267554943696,2.158102820308298,0.0,1.0,1.0,0.834492338982342,0.20301251352353444,0.0,1.0,0.6556257278758815,0.631215768816859,False,False,False,False
76,1776900137.674246,38.00636911392212,129.7088623046875,1669.7232666015625,0.037914495915174484,19.661760330200195,40.905662536621094,2.0804679667359465,2.1035824672378785,0.7360480152151376,2.1035824672378785,0.0,1.0,1.0,0.8348678371993479,5.509906933615238e-05,0.0,1.0,0.6252384404403026,0.631289017405978,False,False,False,False
77,1776900138.173921,38.506044149398804,129.7111053466797,1669.732421875,0.02713758684694767,19.660137176513672,40.90951919555664,2.0808358979523214,2.2086599215858946,0.9462480581245021,2.2086599215858946,0.0,1.0,1.0,0.8350785102480895,0.0,0.0,1.0,0.6252617765372135,0.6374486017146644,False,False,False,False
78,1776900138.674305,39.00642800331116,129.71253967285156,1670.352783203125,0.027866752818226814,19.6591796875,40.92536544799805,2.0817432923724604,1.9003608128311598,0.4749922193681494,1.9003608128311598,0.0,1.0,1.0,0.8355980735262081,0.0,0.0,1.0,0.6253397110289313,0.631370208672345,False,False,False,False
79,1776900139.174282,39.50640511512756,129.7158966064453,1671.45654296875,6.219400882720947,19.671701431274414,40.92832946777344,2.080568862371247,2.1561231060850847,0.5783158716477727,2.1561231060850847,0.0,1.0,1.0,0.8349256088429253,0.2035900757636965,0.0,1.0,0.6557773526909932,0.6314102158196746,False,False,False,False
80,1776900139.678374,40.010497093200684,129.71743774414062,1671.3746337890625,0.01690538227558136,19.672361373901367,40.92853927612305,2.08050973130361,2.0958908352142034,0.8904833265092492,2.0958908352142034,0.0,1.0,1.0,0.8348917510952268,0.0,0.0,1.0,0.6252337626642841,0.6314192899391633,False,False,False,False
81,1776900140.175554,40.50767707824707,129.7272186279297,1668.5853271484375,0.13714192807674408,19.671009063720703,40.85847473144531,2.077090941247173,2.0958908352142034,0.6809805813359621,2.0958908352142034,0.0,1.0,1.0,0.8329341924751846,0.003322315371155515,0.0,1.0,0.625438476176951,0.6371108138755341,False,False,False,False
82,1776900140.674786,41.006909132003784,129.740478515625,1665.6673583984375,0.14813801646232605,19.662839889526367,40.799007415771484,2.0749295445111944,2.107449367572204,0.8427289630315422,2.107449367572204,0.0,1.0,1.0,0.831696602350608,0.0036843785471038916,0.0,1.0,0.6253071471346568,0.6307263903347606,False,False,False,False
83,1776900141.17492,41.50704312324524,129.92254638671875,1645.278076171875,6.384589672088623,19.644081115722656,40.30815505981445,2.051923672192168,2.0566995172799616,0.9489552478145951,2.0566995172799616,0.0,1.0,0.9986575922245524,0.8185237128410836,0.20902917152323489,0.0,1.0,0.6537973307107859,0.6303112911405073,False,False,False,False
84,1776900141.679261,42.01138401031494,129.93247985839844,1647.973876953125,0.18827147781848907,19.642227172851562,40.37886047363281,2.0557170079695606,2.105514027514451,0.5788663599425872,2.105514027514451,0.0,1.0,1.0,0.820695731896705,0.005005834684130456,0.0,1.0,0.6238552349871254,0.6302538165683756,False,False,False,False
85,1776900142.174767,42.506890058517456,129.93531799316406,1648.8768310546875,0.04247612878680229,19.649681091308594,40.399471282958984,2.055986104569829,1.9966587757163576,0.6303708035413471,1.9966587757163576,0.0,1.0,1.0,0.8208498134170041,0.00020529786977301024,0.0,1.0,0.6231582666930167,0.6370528652002784,False,False,False,False
86,1776900142.67491,43.00703310966492,129.80258178710938,1649.571533203125,0.3281087279319763,19.629568099975586,40.49115753173828,2.062763547598821,2.047281811303611,0.7347250315685881,2.047281811303611,0.0,1.0,1.0,0.8247304968764255,0.00961019189886169,0.0,1.0,0.6251511033162932,0.6320135225583164,False,False,False,False
