timestamp,battery,signal_level,orientation,lamp,speed,gps_signal,latitude,longitude,vibration
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885838.485,100.0,0.0,266.0,0,1.100000023841858,27.329999923706055,1000.0,1000.0,0.0
1776885841.595,100.0,0.0,320.0,0,1.159999966621399,27.329999923706055,1000.0,1000.0,0.0
1776885841.595,100.0,0.0,320.0,0,1.159999966621399,27.329999923706055,1000.0,1000.0,0.0
1776885841.595,100.0,0.0,320.0,0,1.159999966621399,27.329999923706055,1000.0,1000.0,0.0
1776885841.595,100.0,0.0,320.0,0,1.159999966621399,27.329999923706055,1000.0,1000.0,0.0
1776885843.469,100.0,0.0,263.0,0,0.0,27.670000076293945,1000.0,1000.0,0.0
1776885843.469,100.0,0.0,263.0,0,0.0,27.670000076293945,1000.0,1000.0,0.0
1776885844.434,100.0,0.0,279.0,0,0.3100000023841858,27.670000076293945,1000.0,1000.0,0.0
1776885844.434,100.0,0.0,279.0,0,0.3100000023841858,27.670000076293945,1000.0,1000.0,0.0
1776885844.434,100.0,0.0,279.0,0,0.3100000023841858,27.670000076293945,1000.0,1000.0,0.0
1776885846.01,100.0,0.0,280.0,0,0.0,27.329999923706055,1000.0,1000.0,0.0
1776885846.607,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885846.607,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885847.562,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885848.014,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885848.014,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885848.014,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885848.014,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885848.014,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885850.574,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885850.574,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885850.574,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885852.004,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885852.004,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885852.983,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885852.983,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885852.983,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.677,100.0,0.0,280.0,0,0.1899999976158142,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885854.892,100.0,0.0,280.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885859.587,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885859.818,100.0,0.0,281.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885860.341,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885860.92,100.0,0.0,283.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885860.92,100.0,0.0,283.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885860.92,100.0,0.0,283.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885860.92,100.0,0.0,283.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885862.794,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885865.852,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885866.577,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885866.577,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885866.577,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885866.577,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885866.577,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885868.954,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
1776885868.954,100.0,0.0,284.0,0,0.0,27.25,1000.0,1000.0,0.0
