x,y,z,t
0.024000000208616257,0.13899999856948853,1.0479999780654907,1776885834.276
0.024000000208616257,0.13899999856948853,1.0479999780654907,1776885834.29
0.024000000208616257,0.13899999856948853,1.0479999780654907,1776885834.316
0.024000000208616257,0.13899999856948853,1.0479999780654907,1776885834.33
0.07699999958276749,0.11500000208616257,0.9419999718666077,1776885834.356
0.013000000268220901,0.28600001335144043,1.121000051498413,1776885835.276
0.013000000268220901,0.28600001335144043,1.121000051498413,1776885835.29
0.013000000268220901,0.28600001335144043,1.121000051498413,1776885835.317
-0.0949999988079071,0.1289999932050705,0.9950000047683716,1776885835.33
0.11299999803304672,0.0430000014603138,1.1410000324249268,1776885835.356
-0.006000000052154064,0.13899999856948853,1.0820000171661377,1776885837.77
0.004000000189989805,0.13500000536441803,1.0859999656677246,1776885837.796
-0.004000000189989805,0.13500000536441803,1.0800000429153442,1776885837.81
-0.008999999612569809,0.13699999451637268,1.0889999866485596,1776885837.837
-0.003000000026077032,0.1379999965429306,1.0779999494552612,1776885837.85
-0.050999999046325684,0.15399999916553497,1.1390000581741333,1776885838.79
-0.014000000432133675,0.19499999284744263,1.069000005722046,1776885838.816
-0.01600000075995922,0.012000000104308128,1.1230000257492065,1776885838.832
-0.03099999949336052,0.003000000026077032,1.0820000171661377,1776885838.858
0.010999999940395355,0.003000000026077032,1.090999960899353,1776885838.87
-0.009999999776482582,0.04500000178813934,1.090999960899353,1776885840.29
-0.010999999940395355,0.041999999433755875,1.0870000123977661,1776885840.318
-0.014000000432133675,0.041999999433755875,1.0889999866485596,1776885840.33
-0.006000000052154064,0.04100000113248825,1.0859999656677246,1776885840.356
-0.006000000052154064,0.03799999877810478,1.0920000076293945,1776885840.37
-0.00800000037997961,0.04100000113248825,1.0980000495910645,1776885841.79
-0.008999999612569809,0.027000000700354576,1.090000033378601,1776885841.816
-0.013000000268220901,0.041999999433755875,1.0889999866485596,1776885841.86
-0.009999999776482582,0.04399999976158142,1.090999960899353,1776885841.871
-0.010999999940395355,0.04100000113248825,1.090999960899353,1776885841.881
-0.00800000037997961,0.04399999976158142,1.0859999656677246,1776885842.796
-0.010999999940395355,0.03999999910593033,1.0870000123977661,1776885842.811
-0.009999999776482582,0.03400000184774399,1.0850000381469727,1776885842.838
-0.010999999940395355,0.039000000804662704,1.0880000591278076,1776885842.85
-0.009999999776482582,0.039000000804662704,1.093999981880188,1776885842.878
-0.010999999940395355,0.04100000113248825,1.090999960899353,1776885843.296
-0.009999999776482582,0.039000000804662704,1.0880000591278076,1776885843.31
-0.014000000432133675,0.041999999433755875,1.0850000381469727,1776885843.338
-0.013000000268220901,0.04500000178813934,1.0889999866485596,1776885843.352
-0.009999999776482582,0.04100000113248825,1.0850000381469727,1776885843.378
-0.023000000044703484,0.039000000804662704,1.0880000591278076,1776885844.79
-0.00800000037997961,0.03799999877810478,1.093999981880188,1776885844.816
-0.00800000037997961,0.0430000014603138,1.093999981880188,1776885844.83
-0.007000000216066837,0.0430000014603138,1.0880000591278076,1776885844.856
-0.009999999776482582,0.041999999433755875,1.0870000123977661,1776885844.87
-0.009999999776482582,0.04100000113248825,1.0880000591278076,1776885845.75
-0.012000000104308128,0.039000000804662704,1.093000054359436,1776885845.776
-0.009999999776482582,0.04100000113248825,1.090999960899353,1776885845.79
-0.010999999940395355,0.04100000113248825,1.0870000123977661,1776885845.817
-0.008999999612569809,0.03999999910593033,1.0889999866485596,1776885845.886
-0.012000000104308128,0.03700000047683716,1.0859999656677246,1776885846.816
-0.008999999612569809,0.0430000014603138,1.0920000076293945,1776885846.831
0.004999999888241291,0.039000000804662704,1.0870000123977661,1776885846.857
-0.009999999776482582,0.04100000113248825,1.093000054359436,1776885846.87
-0.009999999776482582,0.04399999976158142,1.093999981880188,1776885846.897
-0.004999999888241291,0.03999999910593033,1.090999960899353,1776885847.81
-0.004000000189989805,0.04399999976158142,1.090000033378601,1776885847.863
-0.012000000104308128,0.04699999839067459,1.0839999914169312,1776885847.873
-0.008999999612569809,0.041999999433755875,1.093000054359436,1776885847.884
-0.004999999888241291,0.03999999910593033,1.090000033378601,1776885847.895
-0.004999999888241291,0.0430000014603138,1.0859999656677246,1776885848.81
-0.008999999612569809,0.0430000014603138,1.0859999656677246,1776885848.842
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885848.853
-0.008999999612569809,0.0430000014603138,1.0920000076293945,1776885848.87
-0.009999999776482582,0.041999999433755875,1.0880000591278076,1776885848.896
-0.008999999612569809,0.04100000113248825,1.0829999446868896,1776885849.81
-0.00800000037997961,0.04100000113248825,1.090999960899353,1776885849.861
-0.02500000037252903,0.0430000014603138,1.093999981880188,1776885849.871
-0.012000000104308128,0.04100000113248825,1.090999960899353,1776885849.882
-0.010999999940395355,0.041999999433755875,1.090000033378601,1776885849.892
-0.012000000104308128,0.03799999877810478,1.0880000591278076,1776885851.81
-0.014000000432133675,0.04500000178813934,1.0889999866485596,1776885851.859
-0.010999999940395355,0.0430000014603138,1.0859999656677246,1776885851.87
-0.024000000208616257,0.041999999433755875,1.090000033378601,1776885851.88
-0.014999999664723873,0.03999999910593033,1.090999960899353,1776885851.891
-0.007000000216066837,0.0430000014603138,1.0850000381469727,1776885857.862
-0.00800000037997961,0.04699999839067459,1.090000033378601,1776885857.873
-0.006000000052154064,0.04500000178813934,1.093000054359436,1776885857.883
-0.009999999776482582,0.041999999433755875,1.0839999914169312,1776885857.894
-0.010999999940395355,0.04699999839067459,1.090000033378601,1776885857.91
-0.00800000037997961,0.04699999839067459,1.090000033378601,1776885859.331
-0.00800000037997961,0.04600000008940697,1.0850000381469727,1776885859.356
-0.010999999940395355,0.04399999976158142,1.0870000123977661,1776885859.37
-0.008999999612569809,0.0430000014603138,1.0850000381469727,1776885859.398
-0.009999999776482582,0.04500000178813934,1.093000054359436,1776885859.41
-0.008999999612569809,0.04600000008940697,1.0889999866485596,1776885860.356
-0.008999999612569809,0.04500000178813934,1.0880000591278076,1776885860.37
-0.00800000037997961,0.04500000178813934,1.0950000286102295,1776885860.396
-0.009999999776482582,0.0430000014603138,1.093999981880188,1776885860.41
-0.007000000216066837,0.04600000008940697,1.0889999866485596,1776885860.436
-0.00800000037997961,0.04399999976158142,1.0880000591278076,1776885861.883
-0.007000000216066837,0.04600000008940697,1.093000054359436,1776885861.895
-0.009999999776482582,0.0430000014603138,1.0880000591278076,1776885861.905
-0.004999999888241291,0.041999999433755875,1.0870000123977661,1776885861.916
-0.00800000037997961,0.04600000008940697,1.090000033378601,1776885861.93
-0.008999999612569809,0.04699999839067459,1.0859999656677246,1776885863.359
-0.008999999612569809,0.04399999976158142,1.0859999656677246,1776885863.371
-0.00800000037997961,0.04399999976158142,1.090999960899353,1776885863.399
0.004999999888241291,0.04800000041723251,1.0870000123977661,1776885863.411
-0.008999999612569809,0.04399999976158142,1.0839999914169312,1776885863.437
-0.007000000216066837,0.0430000014603138,1.0889999866485596,1776885864.856
-0.00800000037997961,0.04500000178813934,1.0920000076293945,1776885864.87
-0.00800000037997961,0.0430000014603138,1.090999960899353,1776885864.896
-0.007000000216066837,0.0430000014603138,1.090000033378601,1776885864.911
-0.007000000216066837,0.04699999839067459,1.090000033378601,1776885864.936
-0.012000000104308128,0.04699999839067459,1.0959999561309814,1776885875.031
-0.009999999776482582,0.04500000178813934,1.090000033378601,1776885875.057
-0.014000000432133675,0.04899999871850014,1.0870000123977661,1776885875.071
-0.008999999612569809,0.04399999976158142,1.0889999866485596,1776885875.097
-0.02500000037252903,0.04399999976158142,1.0859999656677246,1776885875.111
-0.012000000104308128,0.04800000041723251,1.0920000076293945,1776885881.519
-0.014000000432133675,0.04600000008940697,1.0950000286102295,1776885881.531
-0.014000000432133675,0.04600000008940697,1.0950000286102295,1776885881.56
-0.014000000432133675,0.04600000008940697,1.0950000286102295,1776885881.571
-0.010999999940395355,0.04399999976158142,1.093000054359436,1776885881.606
0.041999999433755875,-0.16500000655651093,1.093999981880188,1776885882.717
0.07800000160932541,-0.16200000047683716,1.128000020980835,1776885882.746
0.0689999982714653,-0.17399999499320984,1.121000051498413,1776885882.759
0.041999999433755875,-0.15399999916553497,1.065000057220459,1776885882.771
-0.010999999940395355,-0.08900000154972076,1.0570000410079956,1776885882.797
-0.008999999612569809,0.04600000008940697,1.0889999866485596,1776885883.718
-0.010999999940395355,0.04399999976158142,1.093999981880188,1776885883.731
-0.007000000216066837,0.03999999910593033,1.0920000076293945,1776885883.757
-0.00800000037997961,0.041999999433755875,1.0850000381469727,1776885883.771
-0.009999999776482582,0.03799999877810478,1.090000033378601,1776885883.798
-0.009999999776482582,0.0430000014603138,1.093000054359436,1776885884.14
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885884.151
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885884.177
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885884.191
-0.008999999612569809,0.0430000014603138,1.090999960899353,1776885884.217
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885885.22
-0.009999999776482582,0.04399999976158142,1.0920000076293945,1776885885.231
-0.008999999612569809,0.04399999976158142,1.0859999656677246,1776885885.257
-0.012000000104308128,0.041999999433755875,1.090000033378601,1776885885.273
-0.004999999888241291,0.04699999839067459,1.090999960899353,1776885885.293
-0.009999999776482582,0.04600000008940697,1.090000033378601,1776885885.731
-0.007000000216066837,0.04399999976158142,1.0889999866485596,1776885885.757
-0.02500000037252903,0.0430000014603138,1.0870000123977661,1776885885.771
-0.02500000037252903,0.0430000014603138,1.0870000123977661,1776885885.8
-0.02500000037252903,0.0430000014603138,1.0870000123977661,1776885885.811
-0.007000000216066837,0.04600000008940697,1.0980000495910645,1776885886.157
-0.023000000044703484,0.041999999433755875,1.0839999914169312,1776885886.171
-0.013000000268220901,0.04500000178813934,1.093000054359436,1776885886.199
-0.010999999940395355,0.04399999976158142,1.0870000123977661,1776885886.211
-0.008999999612569809,0.04399999976158142,1.090999960899353,1776885886.237
-0.009999999776482582,0.04699999839067459,1.0889999866485596,1776885886.731
-0.009999999776482582,0.04699999839067459,1.090999960899353,1776885886.757
-0.009999999776482582,0.04399999976158142,1.0839999914169312,1776885886.771
-0.012000000104308128,0.0430000014603138,1.090999960899353,1776885886.798
-0.006000000052154064,0.041999999433755875,1.0870000123977661,1776885886.811
0.004999999888241291,0.04500000178813934,1.090000033378601,1776885887.251
-0.014000000432133675,0.04399999976158142,1.0850000381469727,1776885887.279
-0.006000000052154064,0.04500000178813934,1.090999960899353,1776885887.291
-0.00800000037997961,0.04399999976158142,1.0870000123977661,1776885887.32
-0.012000000104308128,0.0430000014603138,1.0880000591278076,1776885887.332
-0.012000000104308128,0.041999999433755875,1.090999960899353,1776885888.231
-0.014000000432133675,0.04800000041723251,1.097000002861023,1776885888.257
-0.014000000432133675,0.04500000178813934,1.093000054359436,1776885888.31
-0.009999999776482582,0.0430000014603138,1.0889999866485596,1776885888.321
-0.009999999776482582,0.0430000014603138,1.090999960899353,1776885888.332
-0.012000000104308128,0.04600000008940697,1.090000033378601,1776885888.751
-0.014000000432133675,0.04399999976158142,1.0880000591278076,1776885888.777
-0.009999999776482582,0.04399999976158142,1.093999981880188,1776885888.792
-0.00800000037997961,0.04500000178813934,1.090999960899353,1776885888.814
-0.008999999612569809,0.04500000178813934,1.0870000123977661,1776885888.839
-0.00800000037997961,0.041999999433755875,1.0870000123977661,1776885889.252
-0.00800000037997961,0.04399999976158142,1.090999960899353,1776885889.279
-0.009999999776482582,0.0430000014603138,1.0889999866485596,1776885889.291
-0.009999999776482582,0.04500000178813934,1.093000054359436,1776885889.317
-0.00800000037997961,0.04399999976158142,1.090999960899353,1776885889.331
-0.009999999776482582,0.04699999839067459,1.090999960899353,1776885889.751
-0.010999999940395355,0.04600000008940697,1.090000033378601,1776885889.777
-0.009999999776482582,0.04399999976158142,1.0880000591278076,1776885889.791
-0.013000000268220901,0.0430000014603138,1.0859999656677246,1776885889.817
-0.009999999776482582,0.0430000014603138,1.090000033378601,1776885889.831
-0.009999999776482582,0.04399999976158142,1.090999960899353,1776885890.171
-0.007000000216066837,0.04500000178813934,1.0859999656677246,1776885890.197
-0.00800000037997961,0.041999999433755875,1.090000033378601,1776885890.211
-0.004000000189989805,0.0430000014603138,1.0880000591278076,1776885890.239
-0.009999999776482582,0.0430000014603138,1.0920000076293945,1776885890.251
-0.00800000037997961,0.04600000008940697,1.0920000076293945,1776885892.777
-0.00800000037997961,0.04600000008940697,1.0920000076293945,1776885892.791
-0.008999999612569809,0.04500000178813934,1.0920000076293945,1776885892.817
-0.006000000052154064,0.04500000178813934,1.0889999866485596,1776885892.831
