step,source_index,timestamp,relative_time_sec,image,control_index,telemetry_index,control_timestamp,control_relative_time_sec,telemetry_timestamp,telemetry_relative_time_sec,linear,angular,orientation,speed,battery,signal_level,gps_signal,latitude,longitude,vibration
13,156,1776900317.206398,84.01268291473389,000013.png,,168,,,1776885922.495,84.00999999046326,,,211.0,0.03999999910593033,100.0,0.0,30.25,1000.0,1000.0,0.0
14,168,1776900323.207569,90.01385378837585,000014.png,,180,,,1776885928.523,90.03800010681152,,,177.0,0.0,100.0,0.0,30.5,1000.0,1000.0,0.0
15,180,1776900329.208347,96.01463198661804,000015.png,,192,,,1776885934.551,96.06600022315979,,,317.0,0.25,100.0,0.0,30.5,1000.0,1000.0,0.0
16,192,1776900335.209773,102.01605796813965,000016.png,,204,,,1776885940.576,102.09100008010864,,,214.0,0.0,100.0,0.0,30.5,1000.0,1000.0,0.0
17,204,1776900341.211063,108.01734781265259,000017.png,,216,,,1776885946.614,108.12900018692017,,,208.0,0.009999999776482582,100.0,0.0,30.5,1000.0,1000.0,0.0
18,216,1776900347.212033,114.01831793785095,000018.png,,228,,,1776885952.567,114.08200001716614,,,332.0,0.07999999821186066,100.0,0.0,30.25,1000.0,1000.0,0.0
19,228,1776900353.212166,120.01845097541809,000019.png,,240,,,1776885958.625,120.14000010490417,,,348.0,0.3799999952316284,100.0,0.0,30.0,1000.0,1000.0,0.0
20,240,1776900359.214071,126.02035593986511,000020.png,,253,,,1776885964.753,126.26800012588501,,,348.0,0.0,100.0,0.0,29.5,1000.0,1000.0,0.0
21,252,1776900365.215001,132.0212860107422,000021.png,,265,,,1776885970.726,132.24100017547607,,,16.0,0.029999999329447746,100.0,0.0,32.5,1000.0,1000.0,0.0
22,264,1776900371.215888,138.02217292785645,000022.png,,277,,,1776885976.757,138.2720000743866,,,331.0,0.029999999329447746,100.0,0.0,32.5,1000.0,1000.0,0.0
23,276,1776900377.217309,144.0235939025879,000023.png,,289,,,1776885982.772,144.28700017929077,,,53.0,1.5700000524520874,100.0,0.0,32.5,1000.0,1000.0,0.0
24,288,1776900383.217988,150.02427291870117,000024.png,,300,,,1776885988.299,149.8140001296997,,,26.0,0.029999999329447746,100.0,0.0,32.5,1000.0,1000.0,0.0
25,300,1776900389.219135,156.02541995048523,000025.png,,312,,,1776885994.245,155.75999999046326,,,10.0,0.0,100.0,0.0,32.5,1000.0,1000.0,0.0
26,312,1776900395.220505,162.02678990364075,000026.png,,324,,,1776886000.381,161.89600014686584,,,10.0,0.0,100.0,0.0,32.5,1000.0,1000.0,0.0
27,324,1776900401.221527,168.02781200408936,000027.png,,336,,,1776886006.309,167.82400012016296,,,64.0,0.0,100.0,0.0,28.0,1000.0,1000.0,0.0
28,336,1776900407.222452,174.0287368297577,000028.png,,348,,,1776886012.59,174.1050000190735,,,66.0,1.690000057220459,100.0,0.0,28.5,1000.0,1000.0,0.0
29,348,1776900413.223226,180.02951097488403,000029.png,,360,,,1776886018.344,179.85900020599365,,,25.0,0.33000001311302185,100.0,0.0,27.75,1000.0,1000.0,0.0
30,360,1776900419.224442,186.03072690963745,000030.png,,372,,,1776886024.336,185.8510000705719,,,101.0,1.2400000095367432,100.0,0.0,27.75,1000.0,1000.0,0.0
31,372,1776900425.225396,192.03168082237244,000031.png,,384,,,1776886030.356,191.8710000514984,,,132.0,0.15000000596046448,100.0,0.0,29.5,1000.0,1000.0,0.0
32,384,1776900431.227207,198.0334918498993,000032.png,,396,,,1776886036.565,198.08000016212463,,,119.0,0.019999999552965164,100.0,0.0,29.5,1000.0,1000.0,0.0
33,396,1776900437.228137,204.03442192077637,000033.png,,408,,,1776886042.405,203.92000007629395,,,60.0,1.059999942779541,100.0,0.0,31.25,1000.0,1000.0,0.0
34,408,1776900443.228992,210.03527688980103,000034.png,,420,,,1776886048.438,209.95300006866455,,,32.0,0.14000000059604645,100.0,0.0,32.75,1000.0,1000.0,0.0
35,420,1776900449.230076,216.0363609790802,000035.png,,432,,,1776886054.434,215.94900012016296,,,167.0,1.2899999618530273,100.0,0.0,32.75,1000.0,1000.0,0.0
36,432,1776900455.230951,222.0372359752655,000036.png,,444,,,1776886060.469,221.98400020599365,,,72.0,1.590000033378601,100.0,0.0,32.75,1000.0,1000.0,0.0
37,444,1776900461.231851,228.0381360054016,000037.png,,456,,,1776886066.508,228.02300000190735,,,151.0,0.0,100.0,0.0,32.5,1000.0,1000.0,0.0
38,456,1776900467.233434,234.03971886634827,000038.png,,468,,,1776886072.615,234.13000011444092,,,149.0,0.36000001430511475,100.0,0.0,32.5,1000.0,1000.0,0.0
39,468,1776900473.233996,240.0402808189392,000039.png,,480,,,1776886078.534,240.04900002479553,,,54.0,0.05999999865889549,100.0,0.0,32.5,1000.0,1000.0,0.0
40,480,1776900479.23519,246.04147481918335,000040.png,,492,,,1776886084.567,246.08200001716614,,,321.0,0.18000000715255737,100.0,0.0,32.5,1000.0,1000.0,0.0
41,492,1776900485.23608,252.04236483573914,000041.png,,504,,,1776886090.587,252.10199999809265,,,1.0,0.0,100.0,0.0,31.0,1000.0,1000.0,0.0
42,504,1776900491.236772,258.04305696487427,000042.png,,516,,,1776886096.622,258.13700008392334,,,336.0,0.009999999776482582,100.0,0.0,34.0,1000.0,1000.0,0.0
43,516,1776900497.23774,264.0440249443054,000043.png,,528,,,1776886102.635,264.15000009536743,,,316.0,0.07000000029802322,100.0,0.0,34.0,1000.0,1000.0,0.0
44,528,1776900503.239534,270.0458188056946,000044.png,,540,,,1776886108.637,270.1520001888275,,,247.0,0.8100000023841858,100.0,0.0,34.0,1000.0,1000.0,0.0
45,540,1776900509.239978,276.04626297950745,000045.png,,552,,,1776886114.678,276.1930000782013,,,296.0,0.8799999952316284,100.0,0.0,34.0,1000.0,1000.0,0.0
46,552,1776900515.243128,282.04941296577454,000046.png,,564,,,1776886120.728,282.2430000305176,,,305.0,1.2799999713897705,100.0,0.0,34.0,1000.0,1000.0,0.0
47,564,1776900521.244086,288.05037093162537,000047.png,,577,,,1776886126.746,288.2610001564026,,,298.0,0.5400000214576721,100.0,0.0,34.0,1000.0,1000.0,0.0
48,576,1776900527.243421,294.04970598220825,000048.png,,588,,,1776886132.343,293.8580000400543,,,249.0,1.0299999713897705,100.0,0.0,27.75,1000.0,1000.0,0.0
49,588,1776900533.244199,300.05048394203186,000049.png,,600,,,1776886138.303,299.8180000782013,,,275.0,0.10000000149011612,100.0,0.0,27.75,1000.0,1000.0,0.0
50,600,1776900539.245324,306.05160880088806,000050.png,,612,,,1776886144.458,305.97300004959106,,,146.0,0.2800000011920929,100.0,0.0,27.5,1000.0,1000.0,0.0
51,612,1776900545.246373,312.0526578426361,000051.png,,624,,,1776886150.349,311.864000082016,,,105.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
52,624,1776900551.247077,318.0533618927002,000052.png,,636,,,1776886156.34,317.8550000190735,,,144.0,0.0,100.0,0.0,27.5,1000.0,1000.0,0.0
53,636,1776900557.24912,324.0554049015045,000053.png,,648,,,1776886162.375,323.8900001049042,,,143.0,0.0,100.0,0.0,27.5,1000.0,1000.0,0.0
54,648,1776900563.250144,330.05642890930176,000054.png,,660,,,1776886168.425,329.94000005722046,,,192.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
55,660,1776900569.251725,336.0580098628998,000055.png,,672,,,1776886174.446,335.9610002040863,,,111.0,0.0,100.0,0.0,28.25,1000.0,1000.0,0.0
56,672,1776900575.252014,342.05829882621765,000056.png,,684,,,1776886180.439,341.9539999961853,,,158.0,0.14000000059604645,100.0,0.0,28.25,1000.0,1000.0,0.0
57,684,1776900581.253104,348.0593888759613,000057.png,,696,,,1776886186.537,348.05200004577637,,,164.0,0.029999999329447746,97.0,0.0,28.0,1000.0,1000.0,0.0
58,696,1776900587.254405,354.06068992614746,000058.png,,708,,,1776886192.492,354.007000207901,,,170.0,0.4099999964237213,100.0,0.0,27.25,1000.0,1000.0,0.0
59,708,1776900593.255387,360.0616719722748,000059.png,,720,,,1776886198.518,360.0329999923706,,,138.0,0.8700000047683716,100.0,0.0,27.0,1000.0,1000.0,0.0
60,720,1776900599.256589,366.06287384033203,000060.png,,732,,,1776886204.543,366.05800008773804,,,33.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
61,732,1776900605.25722,372.0635049343109,000061.png,,744,,,1776886210.635,372.15000009536743,,,6.0,1.2200000286102295,100.0,0.0,27.0,1000.0,1000.0,0.0
62,744,1776900611.258466,378.0647509098053,000062.png,,756,,,1776886216.597,378.1119999885559,,,164.0,1.0299999713897705,100.0,0.0,27.0,1000.0,1000.0,0.0
63,756,1776900617.259064,384.0653488636017,000063.png,,768,,,1776886222.627,384.14200019836426,,,272.0,1.340000033378601,100.0,0.0,27.0,1000.0,1000.0,0.0
64,768,1776900623.260324,390.06660890579224,000064.png,,780,,,1776886228.619,390.1340000629425,,,196.0,1.6399999856948853,100.0,0.0,27.0,1000.0,1000.0,0.0
65,780,1776900629.261452,396.06773686408997,000065.png,,792,,,1776886234.748,396.2630000114441,,,203.0,1.309999942779541,100.0,0.0,27.0,1000.0,1000.0,0.0
66,792,1776900635.262354,402.0686388015747,000066.png,,804,,,1776886240.702,402.2170000076294,,,273.0,1.7300000190734863,100.0,0.0,27.0,1000.0,1000.0,0.0
67,804,1776900641.26309,408.0693747997284,000067.png,,816,,,1776886246.736,408.25100016593933,,,253.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
68,816,1776900647.264134,414.0704188346863,000068.png,,828,,,1776886252.729,414.2440001964569,,,253.0,0.0,100.0,0.0,27.329999923706055,1000.0,1000.0,0.0
69,828,1776900653.264986,420.071270942688,000069.png,,840,,,1776886258.748,420.2630000114441,,,253.0,0.0,100.0,0.0,27.0,1000.0,1000.0,0.0
70,840,1776900659.271015,426.07729983329773,000070.png,,852,,,1776886264.761,426.2760000228882,,,253.0,0.0,100.0,0.0,27.329999923706055,1000.0,1000.0,0.0
71,852,1776900665.297902,432.10418701171875,000071.png,,865,,,1776886270.828,432.3430001735687,,,253.0,0.0,100.0,0.0,27.329999923706055,1000.0,1000.0,0.0
72,864,1776900671.268314,438.0745987892151,000072.png,,876,,,1776886276.446,437.9610002040863,,,15.0,1.7400000095367432,100.0,0.0,26.670000076293945,1000.0,1000.0,0.0
73,876,1776900677.269422,444.07570695877075,000073.png,,889,,,1776886282.381,443.89600014686584,,,237.0,0.03999999910593033,100.0,0.0,26.670000076293945,1000.0,1000.0,0.0
74,888,1776900683.272522,450.07880687713623,000074.png,,900,,,1776886288.36,449.875,,,326.0,0.0,100.0,0.0,26.670000076293945,1000.0,1000.0,0.0
75,900,1776900689.27176,456.0780448913574,000075.png,,913,,,1776886294.206,455.72100019454956,,,195.0,1.7699999809265137,100.0,0.0,26.670000076293945,1000.0,1000.0,0.0
76,912,1776900695.272752,462.07903695106506,000076.png,,924,,,1776886300.383,461.89800000190735,,,305.0,0.03999999910593033,100.0,0.0,26.670000076293945,1000.0,1000.0,0.0
77,924,1776900701.273639,468.0799238681793,000077.png,,936,,,1776886306.455,467.97000002861023,,,198.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
78,936,1776900707.275635,474.08191990852356,000078.png,,948,,,1776886312.613,474.12800002098083,,,9.0,0.019999999552965164,100.0,0.0,27.5,1000.0,1000.0,0.0
79,948,1776900713.276334,480.0826189517975,000079.png,,960,,,1776886318.546,480.0610001087189,,,278.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
80,960,1776900719.276468,486.08275294303894,000080.png,,972,,,1776886324.483,485.9980001449585,,,94.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
81,972,1776900725.278496,492.0847809314728,000081.png,,984,,,1776886330.502,492.01700019836426,,,178.0,0.27000001072883606,100.0,0.0,27.0,1000.0,1000.0,0.0
82,984,1776900731.279064,498.0853488445282,000082.png,,996,,,1776886336.532,498.047000169754,,,164.0,0.5299999713897705,100.0,0.0,26.5,1000.0,1000.0,0.0
83,996,1776900737.281209,504.0874938964844,000083.png,,1008,,,1776886342.644,504.15900015830994,,,295.0,0.8700000047683716,100.0,0.0,26.5,1000.0,1000.0,0.0
84,1008,1776900743.282294,510.08857893943787,000084.png,,1020,,,1776886348.548,510.06300020217896,,,295.0,1.9299999475479126,100.0,0.0,26.5,1000.0,1000.0,0.0
85,1020,1776900749.283087,516.089371919632,000085.png,,1032,,,1776886354.607,516.1220002174377,,,317.0,1.4199999570846558,100.0,0.0,26.5,1000.0,1000.0,0.0
86,1032,1776900755.286309,522.0925939083099,000086.png,,1044,,,1776886360.608,522.1230001449585,,,291.0,1.409999966621399,100.0,0.0,26.5,1000.0,1000.0,0.0
87,1044,1776900761.284783,528.0910677909851,000087.png,,1056,,,1776886366.64,528.1550002098083,,,134.0,1.7699999809265137,100.0,0.0,27.0,1000.0,1000.0,0.0
88,1056,1776900767.285828,534.0921130180359,000088.png,,1068,,,1776886372.679,534.194000005722,,,347.0,0.0,100.0,0.0,26.5,1000.0,1000.0,0.0
89,1068,1776900773.28675,540.0930349826813,000089.png,,1080,,,1776886378.696,540.2110002040863,,,126.0,0.0,100.0,0.0,26.5,1000.0,1000.0,0.0
90,1080,1776900779.287992,546.0942769050598,000090.png,,1092,,,1776886384.698,546.2130000591278,,,112.0,0.029999999329447746,100.0,0.0,26.5,1000.0,1000.0,0.0
91,1092,1776900785.28916,552.0954449176788,000091.png,,1104,,,1776886390.713,552.228000164032,,,100.0,0.05999999865889549,100.0,0.0,26.5,1000.0,1000.0,0.0
92,1104,1776900791.289617,558.095901966095,000092.png,,1116,,,1776886396.241,557.7560000419617,,,326.0,0.9200000166893005,100.0,0.0,26.5,1000.0,1000.0,0.0
93,1116,1776900797.290076,564.0963609218597,000093.png,,1128,,,1776886402.302,563.8170001506805,,,15.0,1.6200000047683716,100.0,0.0,26.5,1000.0,1000.0,0.0
94,1128,1776900803.291222,570.0975069999695,000094.png,,1141,,,1776886408.795,570.3100001811981,,,335.0,0.0,100.0,0.0,26.5,1000.0,1000.0,0.0
95,1140,1776900809.292453,576.0987379550934,000095.png,,1152,,,1776886414.354,575.8690001964569,,,2.0,0.009999999776482582,100.0,0.0,26.5,1000.0,1000.0,0.0
96,1152,1776900815.293268,582.0995528697968,000096.png,,1164,,,1776886420.346,581.8610000610352,,,344.0,0.029999999329447746,100.0,0.0,27.0,1000.0,1000.0,0.0
97,1164,1776900821.294333,588.1006178855896,000097.png,,1176,,,1776886426.368,587.8830001354218,,,31.0,0.20000000298023224,99.0,0.0,27.0,1000.0,1000.0,0.0
98,1176,1776900827.295183,594.1014678478241,000098.png,,1188,,,1776886432.491,594.0060000419617,,,23.0,0.009999999776482582,100.0,0.0,27.0,1000.0,1000.0,0.0
99,1188,1776900833.296696,600.1029808521271,000099.png,,1200,,,1776886438.447,599.962000131607,,,204.0,0.0,100.0,0.0,27.0,1000.0,1000.0,0.0
100,1200,1776900839.297954,606.104238986969,000100.png,,1212,,,1776886444.497,606.0120000839233,,,20.0,0.7699999809265137,100.0,0.0,27.0,1000.0,1000.0,0.0
101,1212,1776900845.298204,612.1044888496399,000101.png,,1224,,,1776886450.523,612.0380001068115,,,56.0,0.14000000059604645,100.0,0.0,27.0,1000.0,1000.0,0.0
102,1224,1776900851.299289,618.1055738925934,000102.png,,1236,,,1776886456.483,617.9980001449585,,,77.0,1.3200000524520874,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
103,1236,1776900857.300193,624.1064779758453,000103.png,,1248,,,1776886462.507,624.0220000743866,,,38.0,0.03999999910593033,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
104,1248,1776900863.301993,630.108277797699,000104.png,,1260,,,1776886468.547,630.0620000362396,,,72.0,0.5199999809265137,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
105,1260,1776900869.302901,636.1091859340668,000105.png,,1272,,,1776886474.569,636.0840001106262,,,10.0,0.3100000023841858,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
106,1272,1776900875.30371,642.1099948883057,000106.png,,1284,,,1776886480.574,642.0889999866486,,,198.0,1.2799999713897705,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
107,1284,1776900881.304724,648.1110088825226,000107.png,,1296,,,1776886486.629,648.1440000534058,,,219.0,0.28999999165534973,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
108,1296,1776900887.305597,654.1118819713593,000108.png,,1308,,,1776886492.736,654.2510001659393,,,216.0,0.029999999329447746,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
109,1308,1776900893.306801,660.1130859851837,000109.png,,1320,,,1776886498.652,660.1670000553131,,,264.0,0.7300000190734863,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
110,1320,1776900899.308079,666.1143639087677,000110.png,,1332,,,1776886504.691,666.2060000896454,,,231.0,0.009999999776482582,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
111,1332,1776900905.30913,672.1154148578644,000111.png,,1344,,,1776886510.717,672.2320001125336,,,286.0,0.07999999821186066,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
112,1344,1776900911.310051,678.1163358688354,000112.png,,1356,,,1776886516.763,678.2780001163483,,,222.0,1.5700000524520874,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
113,1356,1776900917.310962,684.1172468662262,000113.png,,1368,,,1776886522.76,684.2750000953674,,,1.0,1.309999942779541,100.0,0.0,31.670000076293945,1000.0,1000.0,0.0
114,1368,1776900923.312004,690.1182889938354,000114.png,,1380,,,1776886528.395,689.9100000858307,,,271.0,1.350000023841858,100.0,0.0,27.5,1000.0,1000.0,0.0
115,1380,1776900929.312857,696.1191418170929,000115.png,,1392,,,1776886534.809,696.324000120163,,,209.0,1.409999966621399,100.0,0.0,28.0,1000.0,1000.0,0.0
116,1392,1776900935.315633,702.121917963028,000116.png,,1405,,,1776886540.847,702.3619999885559,,,245.0,0.009999999776482582,100.0,0.0,28.25,1000.0,1000.0,0.0
117,1404,1776900941.314726,708.121011018753,000117.png,,1416,,,1776886546.39,707.9050002098083,,,351.0,1.3600000143051147,100.0,0.0,28.25,1000.0,1000.0,0.0
118,1416,1776900947.315589,714.1218738555908,000118.png,,1428,,,1776886552.39,713.9050002098083,,,340.0,0.0,100.0,0.0,28.25,1000.0,1000.0,0.0
119,1428,1776900953.317377,720.1236619949341,000119.png,,1440,,,1776886558.475,719.9900000095367,,,347.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
120,1440,1776900959.318084,726.1243689060211,000120.png,,1452,,,1776886564.468,725.9830000400543,,,344.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
121,1452,1776900965.318782,732.1250669956207,000121.png,,1464,,,1776886570.459,731.9740002155304,,,336.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
122,1464,1776900971.320111,738.1263959407806,000122.png,,1476,,,1776886576.497,738.0120000839233,,,342.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
123,1476,1776900977.320758,744.1270430088043,000123.png,,1488,,,1776886582.528,744.0430002212524,,,346.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
124,1488,1776900983.320811,750.1270959377289,000124.png,,1500,,,1776886588.53,750.045000076294,,,340.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
125,1500,1776900989.322825,756.1291098594666,000125.png,,1507,,,1776886592.039,753.5540001392365,,,340.0,0.0,100.0,0.0,27.75,1000.0,1000.0,0.0
