timestamp,battery,signal_level,orientation,lamp,speed,gps_signal,latitude,longitude,vibration
1776886665.352,100.0,0.0,344.0,0,0.0,27.5,1000.0,1000.0,0.0
1776886665.892,100.0,0.0,348.0,0,0.0,27.5,1000.0,1000.0,0.0
1776886666.393,100.0,0.0,343.0,0,0.0,27.5,1000.0,1000.0,0.0
1776886666.977,100.0,0.0,337.0,0,0.05000000074505806,27.5,1000.0,1000.0,0.0
1776886667.444,100.0,0.0,339.0,0,0.8799999952316284,27.5,1000.0,1000.0,0.0
1776886667.922,100.0,0.0,343.0,0,1.2300000190734863,27.5,1000.0,1000.0,0.0
1776886668.363,100.0,0.0,342.0,0,0.019999999552965164,27.5,1000.0,1000.0,0.0
1776886668.924,100.0,0.0,334.0,0,0.009999999776482582,27.5,1000.0,1000.0,0.0
1776886669.363,100.0,0.0,302.0,0,0.07000000029802322,27.5,1000.0,1000.0,0.0
1776886669.868,100.0,0.0,265.0,0,0.07999999821186066,27.5,1000.0,1000.0,0.0
1776886670.377,100.0,0.0,236.0,0,0.10999999940395355,27.5,1000.0,1000.0,0.0
1776886670.866,100.0,0.0,225.0,0,0.07999999821186066,27.75,1000.0,1000.0,0.0
1776886671.391,100.0,0.0,205.0,0,0.14000000059604645,27.75,1000.0,1000.0,0.0
1776886671.886,100.0,0.0,208.0,0,0.3100000023841858,27.75,1000.0,1000.0,0.0
1776886672.42,100.0,0.0,207.0,0,0.3400000035762787,27.75,1000.0,1000.0,0.0
1776886672.881,100.0,0.0,212.0,0,0.7599999904632568,27.75,1000.0,1000.0,0.0
1776886673.403,100.0,0.0,246.0,0,1.4800000190734863,27.75,1000.0,1000.0,0.0
1776886673.935,100.0,0.0,358.0,0,1.8600000143051147,27.75,1000.0,1000.0,0.0
1776886674.417,100.0,0.0,355.0,0,1.9199999570846558,27.75,1000.0,1000.0,0.0
1776886674.417,100.0,0.0,355.0,0,1.9199999570846558,27.75,1000.0,1000.0,0.0
1776886675.398,100.0,0.0,55.0,0,1.850000023841858,27.5,1000.0,1000.0,0.0
1776886675.895,100.0,0.0,61.0,0,1.6399999856948853,27.5,1000.0,1000.0,0.0
1776886676.4,100.0,0.0,75.0,0,1.3899999856948853,27.5,1000.0,1000.0,0.0
1776886676.947,100.0,0.0,85.0,0,1.3700000047683716,27.5,1000.0,1000.0,0.0
1776886677.445,100.0,0.0,85.0,0,1.4199999570846558,27.5,1000.0,1000.0,0.0
1776886677.908,100.0,0.0,76.0,0,1.3799999952316284,27.5,1000.0,1000.0,0.0
1776886678.411,100.0,0.0,108.0,0,1.4299999475479126,27.5,1000.0,1000.0,0.0
1776886678.912,100.0,0.0,101.0,0,1.600000023841858,27.5,1000.0,1000.0,0.0
1776886678.912,100.0,0.0,101.0,0,1.600000023841858,27.5,1000.0,1000.0,0.0
1776886679.987,100.0,0.0,106.0,0,1.899999976158142,27.5,1000.0,1000.0,0.0
1776886680.441,100.0,0.0,106.0,0,1.8899999856948853,27.5,1000.0,1000.0,0.0
1776886680.92,100.0,0.0,120.0,0,1.7699999809265137,27.5,1000.0,1000.0,0.0
1776886681.511,100.0,0.0,116.0,0,1.5499999523162842,27.5,1000.0,1000.0,0.0
1776886681.947,100.0,0.0,108.0,0,0.09000000357627869,27.5,1000.0,1000.0,0.0
1776886682.486,100.0,0.0,98.0,0,0.05999999865889549,27.5,1000.0,1000.0,0.0
1776886682.486,100.0,0.0,98.0,0,0.05999999865889549,27.5,1000.0,1000.0,0.0
1776886683.13,100.0,0.0,108.0,0,0.05999999865889549,27.25,1000.0,1000.0,0.0
1776886683.974,100.0,0.0,102.0,0,1.3600000143051147,27.25,1000.0,1000.0,0.0
1776886684.433,100.0,0.0,95.0,0,1.5299999713897705,27.25,1000.0,1000.0,0.0
1776886684.935,100.0,0.0,107.0,0,0.019999999552965164,27.25,1000.0,1000.0,0.0
1776886685.438,100.0,0.0,99.0,0,0.05000000074505806,27.25,1000.0,1000.0,0.0
