timestamp,battery,signal_level,orientation,lamp,speed,gps_signal,latitude,longitude,vibration
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
1776885820.513,100.0,0.0,305.0,0,0.0,28.75,1000.0,1000.0,0.0
