step,source_index,timestamp,relative_time_sec,image,control_index,telemetry_index,control_timestamp,control_relative_time_sec,telemetry_timestamp,telemetry_relative_time_sec,linear,angular,orientation,speed,battery,signal_level,gps_signal,latitude,longitude,vibration
22,22,1773963233.09954,5.011045932769775,000022.png,5,22,1773948829.1479537,5.18356466293335,1773948833.147,5.072000026702881,0.0,0.0,61.0,0.36000001430511475,53.0,5.0,0.0,1000.0,1000.0,0.0
23,23,1773963233.393856,5.305361986160278,000023.png,5,23,1773948829.1479537,5.18356466293335,1773948833.147,5.072000026702881,0.0,0.0,61.0,0.36000001430511475,53.0,5.0,0.0,1000.0,1000.0,0.0
24,24,1773963233.654114,5.565619945526123,000024.png,5,24,1773948829.1479537,5.18356466293335,1773948833.649,5.573999881744385,0.0,0.0,34.0,1.2000000476837158,53.0,5.0,0.0,1000.0,1000.0,0.0
25,25,1773963233.844631,5.756136894226074,000025.png,6,26,1773948830.1515663,6.1871771812438965,1773948833.649,5.573999881744385,0.0,0.0,34.0,1.2000000476837158,53.0,5.0,0.0,1000.0,1000.0,0.0
26,26,1773963234.027255,5.938760995864868,000026.png,6,27,1773948830.1515663,6.1871771812438965,1773948834.224,6.148999929428101,0.0,0.0,23.0,1.4500000476837158,52.0,5.0,0.0,1000.0,1000.0,0.0
27,27,1773963234.227599,6.139104843139648,000027.png,6,27,1773948830.1515663,6.1871771812438965,1773948834.224,6.148999929428101,0.0,0.0,23.0,1.4500000476837158,52.0,5.0,0.0,1000.0,1000.0,0.0
28,28,1773963234.481136,6.392642021179199,000028.png,6,28,1773948830.1515663,6.1871771812438965,1773948834.224,6.148999929428101,0.0,0.0,23.0,1.4500000476837158,52.0,5.0,0.0,1000.0,1000.0,0.0
29,29,1773963234.740676,6.65218186378479,000029.png,6,29,1773948830.1515663,6.1871771812438965,1773948834.738,6.662999868392944,0.0,0.0,30.0,0.9800000190734863,52.0,5.0,0.0,1000.0,1000.0,0.0
30,30,1773963234.914124,6.825629949569702,000030.png,7,31,1773948831.1534245,7.189035415649414,1773948834.738,6.662999868392944,0.0,0.0,30.0,0.9800000190734863,52.0,5.0,0.0,1000.0,1000.0,0.0
31,31,1773963235.12088,7.03238582611084,000031.png,7,32,1773948831.1534245,7.189035415649414,1773948835.189,7.113999843597412,0.0,0.0,35.0,0.7599999904632568,52.0,5.0,0.0,1000.0,1000.0,0.0
32,32,1773963235.372984,7.284489870071411,000032.png,7,33,1773948831.1534245,7.189035415649414,1773948835.189,7.113999843597412,0.0,0.0,35.0,0.7599999904632568,52.0,5.0,0.0,1000.0,1000.0,0.0
33,33,1773963235.656172,7.567677974700928,000033.png,7,34,1773948831.1534245,7.189035415649414,1773948835.793,7.7179999351501465,0.0,0.0,36.0,1.4800000190734863,52.0,5.0,0.0,1000.0,1000.0,0.0
34,34,1773963235.948092,7.85959792137146,000034.png,8,35,1773948832.0702984,8.10590934753418,1773948835.793,7.7179999351501465,0.25,0.0,36.0,1.4800000190734863,52.0,5.0,0.0,1000.0,1000.0,0.0
35,35,1773963236.208684,8.120189905166626,000035.png,8,36,1773948832.0702984,8.10590934753418,1773948836.476,8.401000022888184,0.25,0.0,41.0,1.809999942779541,52.0,5.0,0.0,1000.0,1000.0,0.0
36,36,1773963236.477527,8.38903284072876,000036.png,10,36,1773948832.340933,8.376543998718262,1773948836.476,8.401000022888184,0.4375,0.0,41.0,1.809999942779541,52.0,5.0,0.0,1000.0,1000.0,0.0
37,37,1773963236.731776,8.643281936645508,000037.png,12,37,1773948832.5248837,8.560494661331177,1773948836.73,8.65499997138977,0.484375,0.0,48.0,1.8799999952316284,52.0,5.0,0.0,1000.0,1000.0,0.0
38,38,1773963236.935735,8.847240924835205,000038.png,14,39,1773948832.8050795,8.84069037437439,1773948836.73,8.65499997138977,0.49609375,0.0,48.0,1.8799999952316284,52.0,5.0,0.0,1000.0,1000.0,0.0
39,39,1773963237.128599,9.040104866027832,000039.png,16,40,1773948833.021505,9.057116031646729,1773948837.182,9.10699987411499,0.4990234375,0.0,54.0,1.8700000047683716,52.0,5.0,0.0,1000.0,1000.0,0.0
40,40,1773963237.368294,9.279799938201904,000040.png,18,41,1773948833.2766016,9.312212467193604,1773948837.182,9.10699987411499,0.249755859375,0.0,54.0,1.8700000047683716,52.0,5.0,0.0,1000.0,1000.0,0.0
41,41,1773963237.547619,9.45912504196167,000041.png,19,42,1773948833.4497519,9.485362768173218,1773948837.751,9.675999879837036,0.1248779296875,0.0,54.0,1.7400000095367432,52.0,5.0,0.0,1000.0,1000.0,0.0
42,42,1773963237.751224,9.662729978561401,000042.png,20,42,1773948833.5694077,9.605018615722656,1773948837.751,9.675999879837036,0.06243896484375,0.0,54.0,1.7400000095367432,52.0,5.0,0.0,1000.0,1000.0,0.0
43,43,1773963237.901793,9.81329894065857,000043.png,21,44,1773948833.7099822,9.745593070983887,1773948837.751,9.675999879837036,0.031219482421875,0.0,54.0,1.7400000095367432,52.0,5.0,0.0,1000.0,1000.0,0.0
44,44,1773963238.062115,9.973620891571045,000044.png,22,45,1773948833.901284,9.93689489364624,1773948838.272,10.19700002670288,0.0156097412109375,0.0,59.0,1.0299999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
45,45,1773963238.273515,10.185020923614502,000045.png,24,45,1773948834.0851161,10.120727062225342,1773948838.272,10.19700002670288,0.3769512176513672,0.0,59.0,1.0299999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
46,46,1773963238.486366,10.397871971130371,000046.png,26,46,1773948834.3602498,10.39586067199707,1773948838.272,10.19700002670288,0.4692378044128418,0.0,59.0,1.0299999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
47,47,1773963238.686446,10.597951889038086,000047.png,27,47,1773948834.5378373,10.573448181152344,1773948838.696,10.621000051498413,0.4846189022064209,0.0,68.0,0.27000001072883606,52.0,5.0,0.0,1000.0,1000.0,0.0
48,48,1773963238.926532,10.838037967681885,000048.png,29,49,1773948834.799967,10.835577964782715,1773948838.696,10.621000051498413,0.4961547255516052,0.0,68.0,0.27000001072883606,52.0,5.0,0.0,1000.0,1000.0,0.0
49,49,1773963239.120316,11.031821966171265,000049.png,31,50,1773948834.9688106,11.004421472549438,1773948839.2,11.125,0.4990386962890625,0.0,65.0,0.009999999776482582,53.0,5.0,0.0,1000.0,1000.0,0.0
50,50,1773963239.337991,11.249496936798096,000050.png,33,52,1773948835.1795182,11.215129137039185,1773948839.2,11.125,0.4997596740722656,0.0,65.0,0.009999999776482582,53.0,5.0,0.0,1000.0,1000.0,0.0
51,51,1773963239.527986,11.439491987228394,000051.png,35,53,1773948835.4290063,11.464617252349854,1773948839.794,11.718999862670898,0.4999399185180664,0.0,67.0,0.05000000074505806,53.0,5.0,0.0,1000.0,1000.0,0.0
52,52,1773963239.723193,11.634698867797852,000052.png,36,53,1773948835.5640883,11.599699258804321,1773948839.794,11.718999862670898,0.4999699592590332,0.0,67.0,0.05000000074505806,53.0,5.0,0.0,1000.0,1000.0,0.0
53,53,1773963239.963068,11.874573945999146,000053.png,38,54,1773948835.8577857,11.893396615982056,1773948839.794,11.718999862670898,0.4999924898147583,0.0,67.0,0.05000000074505806,53.0,5.0,0.0,1000.0,1000.0,0.0
54,54,1773963240.10455,12.016055822372437,000054.png,39,55,1773948836.0429316,12.078542470932007,1773948840.267,12.191999912261963,0.49999624490737915,0.0,75.0,0.09000000357627869,53.0,5.0,0.0,1000.0,1000.0,0.0
55,55,1773963240.269953,12.181458950042725,000055.png,40,55,1773948836.1432354,12.17884635925293,1773948840.267,12.191999912261963,0.4999981224536896,0.0,75.0,0.09000000357627869,53.0,5.0,0.0,1000.0,1000.0,0.0
56,56,1773963240.484553,12.396059036254883,000056.png,42,57,1773948836.3920884,12.427699327468872,1773948840.267,12.191999912261963,0.4999995231628418,0.0,75.0,0.09000000357627869,53.0,5.0,0.0,1000.0,1000.0,0.0
57,57,1773963240.651296,12.562801837921143,000057.png,43,58,1773948836.5324004,12.568011283874512,1773948840.74,12.664999961853027,0.4999997615814209,0.0,78.0,0.699999988079071,52.0,5.0,0.0,1000.0,1000.0,0.0
58,58,1773963240.911367,12.822872877120972,000058.png,45,59,1773948836.7880018,12.823612689971924,1773948840.74,12.664999961853027,0.4999999403953552,0.0,78.0,0.699999988079071,52.0,5.0,0.0,1000.0,1000.0,0.0
59,59,1773963241.162688,13.074193954467773,000059.png,47,60,1773948837.0313642,13.066975116729736,1773948841.242,13.16700005531311,0.1249999850988388,0.0,77.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
60,60,1773963241.380183,13.291688919067383,000060.png,48,61,1773948837.1867573,13.222368240356445,1773948841.242,13.16700005531311,0.0624999925494194,0.0,77.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
61,61,1773963241.596579,13.508085012435913,000061.png,49,62,1773948837.4246898,13.46030068397522,1773948841.777,13.70199990272522,0.0312499962747097,-0.25,88.0,0.09000000357627869,52.0,5.0,0.0,1000.0,1000.0,0.0
62,62,1773963241.777505,13.689010858535767,000062.png,51,62,1773948837.6718707,13.707481622695923,1773948841.777,13.70199990272522,0.007812499068677425,-0.4375,88.0,0.09000000357627869,52.0,5.0,0.0,1000.0,1000.0,0.0
63,63,1773963242.029334,13.940840005874634,000063.png,53,63,1773948837.8652546,13.90086555480957,1773948841.777,13.70199990272522,0.2671181559562683,-0.3745400309562683,88.0,0.09000000357627869,52.0,5.0,0.0,1000.0,1000.0,0.0
64,64,1773963242.305341,14.216846942901611,000064.png,56,64,1773948838.1158834,14.151494264602661,1773948842.308,14.233000040054321,0.3427489995956421,-0.3561767339706421,74.0,0.10999999940395355,52.0,5.0,0.0,1000.0,1000.0,0.0
65,65,1773963242.544424,14.45592999458313,000065.png,58,65,1773948838.3867836,14.422394514083862,1773948842.308,14.233000040054321,0.08568724989891052,-0.4640441834926605,74.0,0.10999999940395355,52.0,5.0,0.0,1000.0,1000.0,0.0
66,66,1773963242.776265,14.68777084350586,000066.png,59,66,1773948838.572174,14.607784986495972,1773948842.807,14.73199987411499,0.04284362494945526,-0.48202207684516907,56.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
67,67,1773963242.947903,14.859408855438232,000067.png,61,69,1773948838.8389542,14.874565124511719,1773948842.807,14.73199987411499,0.010710906237363815,-0.49550551176071167,56.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
68,68,1773963243.099279,15.01078486442566,000068.png,62,70,1773948838.9863448,15.021955728530884,1773948843.305,15.230000019073486,0.005355453118681908,-0.24775275588035583,39.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
69,69,1773963243.276889,15.188395023345947,000069.png,63,70,1773948839.1744196,15.210030555725098,1773948843.305,15.230000019073486,0.2526777386665344,-0.12387637794017792,39.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
70,70,1773963243.458245,15.3697509765625,000070.png,64,71,1773948839.3924751,15.428086042404175,1773948843.305,15.230000019073486,0.3763388693332672,-0.06193818897008896,39.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
71,71,1773963243.623786,15.535291910171509,000071.png,65,72,1773948839.5854592,15.621070146560669,1773948843.801,15.7260000705719,0.4381694197654724,-0.03096909448504448,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
72,72,1773963243.779503,15.691009044647217,000072.png,65,72,1773948839.5854592,15.621070146560669,1773948843.801,15.7260000705719,0.4381694197654724,-0.03096909448504448,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
73,73,1773963243.933964,15.845469951629639,000073.png,66,75,1773948839.782184,15.817794799804688,1773948843.801,15.7260000705719,0.4690847098827362,-0.01548454724252224,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
74,74,1773963244.094968,16.006474018096924,000074.png,68,75,1773948840.017579,16.053189992904663,1773948843.801,15.7260000705719,0.49227118492126465,-0.00387113681063056,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
75,75,1773963244.242659,16.154165029525757,000075.png,69,76,1773948840.1624057,16.19801664352417,1773948844.413,16.338000059127808,0.4961355924606323,-0.00193556840531528,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
76,76,1773963244.407285,16.318790912628174,000076.png,71,76,1773948840.3243108,16.35992169380188,1773948844.413,16.338000059127808,0.24903389811515808,-0.00048389210132882,37.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
77,77,1773963244.632301,16.54380702972412,000077.png,73,78,1773948840.54012,16.575730800628662,1773948844.823,16.747999906539917,0.06225847452878952,-0.000120973025332205,45.0,0.05999999865889549,52.0,5.0,0.0,1000.0,1000.0,0.0
78,78,1773963244.826968,16.738473892211914,000078.png,74,78,1773948840.7085779,16.74418878555298,1773948844.823,16.747999906539917,0.03112923726439476,-6.04865126661025e-05,45.0,0.05999999865889549,52.0,5.0,0.0,1000.0,1000.0,0.0
79,79,1773963244.959013,16.870518922805786,000079.png,75,81,1773948840.874701,16.910311937332153,1773948844.823,16.747999906539917,0.01556461863219738,0.2499697506427765,45.0,0.05999999865889549,52.0,5.0,0.0,1000.0,1000.0,0.0
80,80,1773963245.085596,16.99710202217102,000080.png,76,81,1773948840.9715269,17.007137775421143,1773948844.823,16.747999906539917,0.00778230931609869,0.37498489022254944,45.0,0.05999999865889549,52.0,5.0,0.0,1000.0,1000.0,0.0
81,81,1773963245.292617,17.20412302017212,000081.png,78,82,1773948841.220648,17.256258964538574,1773948845.39,17.31500005722046,0.0019455773290246725,0.46874621510505676,64.0,0.03999999910593033,52.0,5.0,0.0,1000.0,1000.0,0.0
82,82,1773963245.578382,17.489887952804565,000082.png,80,83,1773948841.465557,17.50116801261902,1773948845.39,17.31500005722046,0.0004863943322561681,0.4921865463256836,64.0,0.03999999910593033,52.0,5.0,0.0,1000.0,1000.0,0.0
83,83,1773963245.797515,17.709020853042603,000083.png,81,84,1773948841.6511362,17.686747074127197,1773948845.958,17.882999897003174,0.00024319716612808406,0.4960932731628418,80.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
84,84,1773963245.955178,17.866683959960938,000084.png,83,84,1773948841.8330998,17.86871075630188,1773948845.958,17.882999897003174,6.0799291532021016e-05,0.49902331829071045,80.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
85,85,1773963246.118528,18.030033826828003,000085.png,84,86,1773948841.9335437,17.969154596328735,1773948845.958,17.882999897003174,3.0399645766010508e-05,0.4995116591453552,80.0,0.009999999776482582,52.0,5.0,0.0,1000.0,1000.0,0.0
86,86,1773963246.29452,18.20602583885193,000086.png,86,87,1773948842.2338834,18.26949429512024,1773948846.344,18.26900005340576,7.599911441502627e-06,0.4998779296875,92.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
87,87,1773963246.54492,18.45642590522766,000087.png,88,87,1773948842.4723754,18.507986307144165,1773948846.344,18.26900005340576,1.8999778603756567e-06,0.499969482421875,92.0,0.019999999552965164,52.0,5.0,0.0,1000.0,1000.0,0.0
88,88,1773963246.850141,18.76164698600769,000088.png,90,88,1773948842.7002194,18.735830307006836,1773948846.865,18.789999961853027,4.749944650939142e-07,0.49999237060546875,104.0,0.0,52.0,5.0,0.0,1000.0,1000.0,0.0
89,89,1773963247.128802,19.040307998657227,000089.png,93,89,1773948843.0076463,19.043257236480713,1773948846.865,18.789999961853027,5.9374308136739273e-08,0.2499990463256836,104.0,0.0,52.0,5.0,0.0,1000.0,1000.0,0.0
90,90,1773963247.369298,19.2808039188385,000090.png,96,90,1773948843.3305256,19.36613655090332,1773948847.38,19.305000066757202,7.421788517092409e-09,0.03124988079071045,110.0,0.10999999940395355,52.0,5.0,0.0,1000.0,1000.0,0.0
91,91,1773963247.688097,19.599602937698364,000091.png,97,92,1773948843.5124836,19.548094511032104,1773948847.934,19.858999967575073,3.7108942585462046e-09,0.015624940395355225,124.0,0.6100000143051147,52.0,5.0,0.0,1000.0,1000.0,0.0
92,92,1773963247.933843,19.845348834991455,000092.png,98,92,1773948843.8266716,19.862282514572144,1773948847.934,19.858999967575073,5.7982722789784447e-11,-0.249755859375,124.0,0.6100000143051147,52.0,5.0,0.0,1000.0,1000.0,0.0
93,93,1773963248.151406,20.062911987304688,000093.png,100,93,1773948844.0444732,20.080084085464478,1773948847.934,19.858999967575073,1.4495680697446112e-11,-0.43743896484375,124.0,0.6100000143051147,52.0,5.0,0.0,1000.0,1000.0,0.0
94,94,1773963248.429066,20.340571880340576,000094.png,103,94,1773948844.2956705,20.331281423568726,1773948848.427,20.35199999809265,1.811960087180764e-12,-0.49217987060546875,147.0,1.3200000524520874,52.0,5.0,0.0,1000.0,1000.0,0.0
95,95,1773963248.688439,20.599944829940796,000095.png,105,96,1773948844.5713897,20.607000589370728,1773948848.916,20.840999841690063,4.52990021795191e-13,-0.4980449676513672,159.0,1.809999942779541,52.0,5.0,0.0,1000.0,1000.0,0.0
96,96,1773963248.914732,20.82623791694641,000096.png,107,96,1773948844.8799024,20.915513277053833,1773948848.916,20.840999841690063,1.1324750544879775e-13,-0.4995112419128418,159.0,1.809999942779541,52.0,5.0,0.0,1000.0,1000.0,0.0
97,97,1773963249.126185,21.03769087791443,000097.png,109,98,1773948845.0202456,21.055856466293335,1773948848.916,20.840999841690063,2.8311876362199437e-14,-0.49987781047821045,159.0,1.809999942779541,52.0,5.0,0.0,1000.0,1000.0,0.0
98,98,1773963249.338558,21.2500638961792,000098.png,111,99,1773948845.2481756,21.28378653526306,1773948849.544,21.4689998626709,7.077969090549859e-15,-0.4999694526195526,149.0,1.8300000429153442,52.0,5.0,0.0,1000.0,1000.0,0.0
99,99,1773963249.548189,21.459694862365723,000099.png,113,99,1773948845.4632924,21.498903274536133,1773948849.544,21.4689998626709,1.7694922726374648e-15,-0.49999237060546875,149.0,1.8300000429153442,52.0,5.0,0.0,1000.0,1000.0,0.0
100,100,1773963249.740981,21.65248703956604,000100.png,114,101,1773948845.639535,21.675145864486694,1773948849.544,21.4689998626709,8.847461363187324e-16,-0.4999961853027344,149.0,1.8300000429153442,52.0,5.0,0.0,1000.0,1000.0,0.0
101,101,1773963249.91247,21.823976039886475,000101.png,115,102,1773948845.7299912,21.765602111816406,1773948849.936,21.861000061035156,4.423730681593662e-16,-0.4999980926513672,120.0,1.7799999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
102,102,1773963250.113512,22.025017976760864,000102.png,118,103,1773948846.008423,22.044034004211426,1773948849.936,21.861000061035156,5.5296633519920775e-17,-0.4999997615814209,120.0,1.7799999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
103,103,1773963250.333629,22.245134830474854,000103.png,121,104,1773948846.2368572,22.272468090057373,1773948850.417,22.342000007629395,6.912079189990097e-18,-0.12499997019767761,99.0,1.7899999618530273,52.0,5.0,0.0,1000.0,1000.0,0.0
104,104,1773963250.582816,22.494321823120117,000104.png,123,105,1773948846.4703093,22.50592017173767,1773948850.417,22.342000007629395,1.7280197974975242e-18,-0.031249992549419403,99.0,1.7899999618530273,52.0,5.0,0.0,1000.0,1000.0,0.0
105,105,1773963250.799918,22.711423873901367,000105.png,125,106,1773948846.7473736,22.782984495162964,1773948851.059,22.983999967575073,0.375,-0.007812498137354851,85.0,1.840000033378601,52.0,5.0,0.0,1000.0,1000.0,0.0
106,106,1773963251.058795,22.970300912857056,000106.png,126,106,1773948846.9105566,22.946167469024658,1773948851.059,22.983999967575073,0.4375,-0.0039062490686774254,85.0,1.840000033378601,52.0,5.0,0.0,1000.0,1000.0,0.0
107,107,1773963251.240997,23.15250301361084,000107.png,128,107,1773948847.1880696,23.22368049621582,1773948851.059,22.983999967575073,0.484375,-0.0009765622671693563,85.0,1.840000033378601,52.0,5.0,0.0,1000.0,1000.0,0.0
108,108,1773963251.421585,23.333091020584106,000108.png,129,108,1773948847.2472994,23.282910346984863,1773948851.455,23.37999987602234,0.4921875,-0.0004882811335846782,80.0,1.7699999809265137,52.0,5.0,0.0,1000.0,1000.0,0.0
109,109,1773963251.713875,23.625380992889404,000109.png,131,110,1773948847.5543358,23.589946746826172,1773948851.455,23.37999987602234,0.498046875,-0.00012207028339616954,80.0,1.7699999809265137,52.0,5.0,0.0,1000.0,1000.0,0.0
110,110,1773963251.901735,23.813241004943848,000110.png,132,111,1773948847.745078,23.780689001083374,1773948852.063,23.98799991607666,0.4990234375,-6.103514169808477e-05,85.0,1.7799999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
111,111,1773963252.063107,23.974612951278687,000111.png,134,111,1773948847.991599,24.027209997177124,1773948852.063,23.98799991607666,0.499755859375,-1.5258785424521193e-05,85.0,1.7799999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
112,112,1773963252.251258,24.162763833999634,000112.png,135,112,1773948848.074237,24.109848022460938,1773948852.063,23.98799991607666,0.4998779296875,-7.6293927122605965e-06,85.0,1.7799999713897705,52.0,5.0,0.0,1000.0,1000.0,0.0
113,113,1773963252.519705,24.43121099472046,000113.png,137,113,1773948848.3452907,24.3809015750885,1773948852.518,24.442999839782715,0.499969482421875,-1.9073481780651491e-06,102.0,1.8899999856948853,52.0,5.0,0.0,1000.0,1000.0,0.0
114,114,1773963252.76983,24.681335926055908,000114.png,139,116,1773948848.595386,24.63099694252014,1773948852.977,24.901999950408936,0.49999237060546875,-4.768370445162873e-07,126.0,1.899999976158142,52.0,5.0,0.0,1000.0,1000.0,0.0
115,115,1773963252.912255,24.823760986328125,000115.png,140,116,1773948848.744625,24.78023600578308,1773948852.977,24.901999950408936,0.4267728924751282,-0.1767769306898117,126.0,1.899999976158142,52.0,5.0,0.0,1000.0,1000.0,0.0
116,116,1773963253.1159,25.027405977249146,000116.png,142,119,1773948848.9695458,25.005156755447388,1773948852.977,24.901999950408936,0.37185826897621155,-0.30935928225517273,126.0,1.899999976158142,52.0,5.0,0.0,1000.0,1000.0,0.0
117,117,1773963253.292732,25.204237937927246,000117.png,144,119,1773948849.180213,25.215823888778687,1773948852.977,24.901999950408936,0.4679645597934723,-0.07733982056379318,126.0,1.899999976158142,52.0,5.0,0.0,1000.0,1000.0,0.0
118,118,1773963253.520342,25.43184804916382,000118.png,146,120,1773948849.393618,25.429229021072388,1773948853.686,25.611000061035156,0.4919911324977875,-0.019334955140948296,138.0,1.8899999856948853,52.0,5.0,0.0,1000.0,1000.0,0.0
119,119,1773963253.664696,25.576201915740967,000119.png,148,120,1773948849.6042633,25.63987421989441,1773948853.686,25.611000061035156,0.49799779057502747,-0.004833738785237074,138.0,1.8899999856948853,52.0,5.0,0.0,1000.0,1000.0,0.0
120,120,1773963253.845839,25.757344961166382,000120.png,149,121,1773948849.6619167,25.697527647018433,1773948853.686,25.611000061035156,0.49899888038635254,-0.002416869392618537,138.0,1.8899999856948853,52.0,5.0,0.0,1000.0,1000.0,0.0
