x,y,z,t
0.061000000685453415,0.0,0.3050000071525574,1773948826.994
0.0,-0.12200000137090683,0.24400000274181366,1773948827.012
0.061000000685453415,-0.061000000685453415,0.3659999966621399,1773948827.032
0.0,-0.061000000685453415,0.3659999966621399,1773948827.053
0.0,-0.061000000685453415,0.24400000274181366,1773948827.073
0.061000000685453415,0.0,0.3050000071525574,1773948826.994
0.0,-0.12200000137090683,0.24400000274181366,1773948827.012
0.061000000685453415,-0.061000000685453415,0.3659999966621399,1773948827.032
0.0,-0.061000000685453415,0.3659999966621399,1773948827.053
0.0,-0.061000000685453415,0.24400000274181366,1773948827.073
0.0,-0.061000000685453415,0.3050000071525574,1773948827.492
0.12200000137090683,-0.061000000685453415,0.3050000071525574,1773948827.512
0.0,-0.061000000685453415,0.18299999833106995,1773948827.532
0.12200000137090683,0.0,0.24400000274181366,1773948827.552
0.0,-0.061000000685453415,0.3659999966621399,1773948827.572
0.0,-0.061000000685453415,0.3050000071525574,1773948827.492
0.12200000137090683,-0.061000000685453415,0.3050000071525574,1773948827.512
0.0,-0.061000000685453415,0.18299999833106995,1773948827.532
0.12200000137090683,0.0,0.24400000274181366,1773948827.552
0.0,-0.061000000685453415,0.3659999966621399,1773948827.572
0.0,-0.12200000137090683,0.3659999966621399,1773948828.012
0.061000000685453415,-0.12200000137090683,0.24400000274181366,1773948828.032
0.12200000137090683,-0.061000000685453415,0.3659999966621399,1773948828.052
-0.061000000685453415,-0.12200000137090683,0.18299999833106995,1773948828.073
0.0,-0.061000000685453415,0.24400000274181366,1773948828.092
0.0,-0.12200000137090683,0.3659999966621399,1773948828.012
0.061000000685453415,-0.12200000137090683,0.24400000274181366,1773948828.032
0.12200000137090683,-0.061000000685453415,0.3659999966621399,1773948828.052
-0.061000000685453415,-0.12200000137090683,0.18299999833106995,1773948828.073
0.0,-0.061000000685453415,0.24400000274181366,1773948828.092
0.061000000685453415,-0.061000000685453415,0.3050000071525574,1773948828.512
0.061000000685453415,-0.061000000685453415,0.3050000071525574,1773948828.532
0.0,-0.061000000685453415,0.18299999833106995,1773948828.556
0.061000000685453415,-0.12200000137090683,0.4880000054836273,1773948828.572
0.061000000685453415,0.0,0.6100000143051147,1773948828.592
0.061000000685453415,-0.061000000685453415,0.3050000071525574,1773948828.512
0.061000000685453415,-0.061000000685453415,0.3050000071525574,1773948828.532
0.0,-0.061000000685453415,0.18299999833106995,1773948828.556
0.061000000685453415,-0.12200000137090683,0.4880000054836273,1773948828.572
